"","business_id","full_address","open","city","review_count","name","longitude","state","stars","latitude","Take-out","Noise Level","Delivery","Has TV","Outdoor Seating","Attire","Accepts Credit Cards","Price Range","Smoking","Wi-Fi","Suggest_For","Environment","Parkingcondition","Musiccondition"
"51918","S0C-7Exxkd_lupkjSwpFaw","16 Market Sq
Downtown
Pittsburgh, PA 15222",TRUE,"Pittsburgh",62,"DiBella's Subs",-80.0017962,"PA",4,40.4407459,"TRUE","very_loud","FALSE","FALSE","TRUE","casual","TRUE","1","No Record","free","lunch","casual","Can parking","No Record"
"51927","Cc4Tra8cd5KZ4Awhx27HdA","639 Herron Ave
The Hill District
Pittsburgh, PA 15219",FALSE,"Pittsburgh",5,"Z-Best Barbeque Chicken & Ribs",-79.9646801,"PA",4,40.4521327,"TRUE","average","FALSE","No Record","TRUE","casual","TRUE","2","No Record","No Record","lunch, dinner","Not Mentioned","No parking","No Record"
"51951","R2AZ4yFL1hMbX1cQjn-yWQ","5335 Penn Ave
Garfield
Pittsburgh, PA 15224",TRUE,"Pittsburgh",32,"BFG Café",-79.9370972,"PA",4.5,40.4647518,"TRUE","average","FALSE","FALSE","FALSE","casual","TRUE","1","No Record","free","lunch","casual","Can parking","No Record"
"51993","xE01FGtowIzIEw5gPLUh_A","Pittsburgh Public Market
2400 Penn Ave
Strip District
Pittsburgh, PA 15222",FALSE,"Pittsburgh",4,"Crested Duck Charcuterie",-79.9801358,"PA",5,40.4534317,"No Record","No Record","No Record","No Record","No Record","No Record","TRUE","3","No Record","No Record","No Record","No Record","Can parking","No Record"
"51994","2a8ieC69UOfI7XE9j16Kgg","Pittsburgh Public Market
2100 Smallman St and 17th Ave
Strip District
Pittsburgh, PA 15222",TRUE,"Pittsburgh",4,"Gosia's Pierogies",-79.9867907,"PA",3.5,40.4503506,"No Record","No Record","No Record","No Record","No Record","No Record","No Record","No Record","No Record","No Record","No Record","No Record","No Record","No Record"
"52021","sJUKE6ffe5WU_9IKXuJxCw","509 Greenfield Ave
Greenfield
Pittsburgh, PA 15207",FALSE,"Pittsburgh",89,"Szmidt's Old World Deli",-79.9420186,"PA",4.5,40.4257412,"TRUE","average","FALSE","FALSE","TRUE","casual","TRUE","1","No Record","no","lunch","casual","Can parking","No Record"
"52112","l-s0rNwp_qccC2M4Phz9Yw","5523 Walnut St
Shadyside
Pittsburgh, PA 15232",TRUE,"Pittsburgh",246,"Mercurio's",-79.9328425,"PA",4,40.4515766,"TRUE","average","FALSE","FALSE","TRUE","casual","TRUE","2","No Record","free","dessert","casual","Can parking","No Record"
"52135","UawKKwXc3Fw7bxsAS8HqEg","1825 E Carson St
South Side
Pittsburgh, PA 15203",FALSE,"Pittsburgh",4,"Levelz",-79.979454,"PA",1,40.428971,"No Record","loud","No Record","TRUE","No Record","No Record","No Record","1","no","No Record","No Record","No Record","Can parking","dj, jukebox"
"52206","nrCa99QfoXdTB7dzwTQqIQ","3821 Willow Ave
Pittsburgh, PA 15234",TRUE,"Pittsburgh",26,"Kabob-G Grill",-80.0255984,"PA",4.5,40.3654729,"TRUE","quiet","FALSE","FALSE","FALSE","casual","TRUE","2","No Record","no","lunch","casual","Can parking","No Record"
"52218","lgRLyicXByG1-W0QdsTopw","1900 Murray Ave
Squirrel Hill
Pittsburgh, PA 15217",TRUE,"Pittsburgh",181,"Sichuan Gourmet",-79.923142,"PA",4,40.4358112,"TRUE","average","TRUE","FALSE","FALSE","casual","TRUE","2","No Record","no","dinner","casual","Can parking","No Record"
"52262","fT6jJp8rLQQ2EZZTz4tjVQ","601 Grant St
Downtown
Pittsburgh, PA 15219",TRUE,"Pittsburgh",18,"Dunkin' Donuts",-79.9960088,"PA",3,40.4410931,"TRUE","No Record","No Record","No Record","FALSE","No Record","TRUE","1","No Record","free","No Record","No Record","Can parking","No Record"
"52335","zFVaT1AGqZHZKuBi3NPnyA","1611 Penn Ave
Strip District
Pittsburgh, PA 15222",FALSE,"Pittsburgh",9,"Little Shanghai",-79.9873238,"PA",4,40.4488823,"TRUE","quiet","FALSE","TRUE","FALSE","casual","TRUE","2","No Record","no","lunch","Not Mentioned","Can parking","No Record"
"52341","GKFEFQynFoJpJeZguoh_ug","516 Lincoln Ave
Bellevue
Bellevue, PA 15202",FALSE,"Bellevue",4,"Acoustic Moose Cafe",-80.0561782,"PA",4.5,40.4959837,"TRUE","average","FALSE","FALSE","TRUE","casual","TRUE","1","No Record","free","Not Mentioned","Not Mentioned","No parking","No Record"
"52370","nXhP9Bv870QSLWK7jr04hg","Tilghman Square Shopping Center
4624 A Broadway Rd
Beechview
Allentown, PA 18104",FALSE,"Allentown",19,"Wild Rice",-80.0317822,"PA",3.5,40.4008043,"TRUE","quiet","FALSE","TRUE","FALSE","casual","TRUE","2","No Record","No Record","dinner","intimate","Can parking","No Record"
"52385","HV5lVhWTWb1cK-jLpq2QhA","1002 Ohio River Blvd
Bellevue
Pittsburgh, PA 15202",TRUE,"Pittsburgh",8,"Eat'n Park Restaurants",-80.0646919,"PA",4,40.493926,"TRUE","average","FALSE","FALSE","FALSE","casual","TRUE","1","No Record","no","dessert, breakfast","casual","Can parking","No Record"
"52398","ye4l3M275YrEIz4GREXdpw","4121 Butler St
Lawrenceville
Lawrenceville
Pittsburgh, PA 15201",FALSE,"Pittsburgh",4,"Double D Saloon",-79.961038,"PA",2.5,40.4701639,"No Record","very_loud","No Record","TRUE","FALSE","No Record","TRUE","2","yes","No Record","No Record","Not Mentioned","No parking","dj, jukebox"
"52440","6_T2yecBZf9adTu5-moFug","1049 Pennsbury Blvd
Pittsburgh, PA 15205",TRUE,"Pittsburgh",12,"Pennsbury Pub & Grill",-80.0993103,"PA",4,40.4294453,"TRUE","No Record","FALSE","TRUE","FALSE","casual","TRUE","1","No Record","No Record","Not Mentioned","No Record","No Record","No Record"
"52449","079g3KpS_7j_Zw53JmD9Vg","5744 1/2 Ellsworth Ave
Shadyside
Pittsburgh, PA 15232",FALSE,"Pittsburgh",78,"1947 Tavern",-79.9309996,"PA",3.5,40.4556589,"TRUE","average","FALSE","FALSE","TRUE","casual","TRUE","2","no","free","latenight, dinner","trendy","Can parking","background_music"
"52456","zzK7j06Pg8YWkQHzgsTuQA","2210 E Carson St
South Side
Pittsburgh, PA 15203",FALSE,"Pittsburgh",16,"The Blind Pig",-79.9740374,"PA",4,40.4282556,"No Record","loud","No Record","TRUE","FALSE","No Record","TRUE","1","yes","No Record","No Record","divey","Can parking","jukebox"
"52478","Le58tt8I6HFgay1qnNG4iw","4509 Liberty Ave
Bloomfield
Pittsburgh, PA 15224",TRUE,"Pittsburgh",21,"Howlers",-79.9514317,"PA",3.5,40.463088,"No Record","loud","No Record","TRUE","FALSE","No Record","FALSE","1","yes","No Record","No Record","divey","Can parking","live"
"52500","825LWZwpTWU2-Md4DuMCrw","2512 E Carson St
South Side
Pittsburgh, PA 15203",FALSE,"Pittsburgh",9,"Le Brew House",-79.969291,"PA",3,40.42746,"No Record","No Record","No Record","No Record","TRUE","No Record","TRUE","2","No Record","No Record","No Record","Not Mentioned","No parking","No Record"
"52559","iTSuk8UQGaNAFKBYEzdeWQ","225 E 8th Ave
Homestead
Pittsburgh, PA 15120",FALSE,"Pittsburgh",154,"Smoke BBQ Taqueria",-79.910194,"PA",4,40.4077089,"TRUE","average","FALSE","FALSE","FALSE","casual","FALSE","2","No Record","no","lunch, dinner","casual","Can parking","No Record"
"52574","SsGNAc9U-aKPZccnaDtFkA","649 Penn Ave
Downtown
Pittsburgh, PA 15222",TRUE,"Pittsburgh",1175,"Meat & Potatoes",-80.0011037907791,"PA",4,40.4431445862832,"TRUE","average","FALSE","FALSE","TRUE","casual","TRUE","3","No Record","free","dinner, brunch","trendy","Can parking","No Record"
"52660","9sg-JXUxnCiZqs3GhRQAKQ","2216 Penn Ave
Strip District
Pittsburgh, PA 15222",TRUE,"Pittsburgh",34,"Lucy's",-79.9815138,"PA",4.5,40.4524729,"TRUE","No Record","FALSE","No Record","No Record","No Record","FALSE","1","No Record","No Record","Not Mentioned","No Record","Can parking","No Record"
"52712","cjdzhHLcQr3Jyd7sILPgog","1316 Poplar St
West End
Pittsburgh, PA 15205",TRUE,"Pittsburgh",69,"Antney's",-80.0524346,"PA",5,40.4274701,"TRUE","No Record","No Record","No Record","No Record","No Record","TRUE","1","No Record","no","No Record","No Record","Can parking","No Record"
"52719","PUS65BH7urto4zhUJ5Obmw","2117 Penn Ave
Strip District
Pittsburgh, PA 15222",TRUE,"Pittsburgh",62,"The BeerHive",-79.9827925,"PA",3.5,40.4521792,"TRUE","average","FALSE","TRUE","FALSE","casual","TRUE","2","no","free","dinner","casual","Can parking","jukebox"
"52720","WKqrL6L95RhRS2L6qnEcvg","4935 Homeville Rd
West Mifflin, PA 15122",TRUE,"West Mifflin",7,"Pittza Rella",-79.8773825,"PA",3.5,40.3815942,"TRUE","average","TRUE","TRUE","FALSE","casual","TRUE","2","No Record","No Record","No Record","No Record","No Record","No Record"
"52743","7MdzVVJjRNTRY8Dta5ednA","440 Market St
Downtown
Pittsburgh, PA 15222",TRUE,"Pittsburgh",10,"Mancini's Bakery",-80.0022675,"PA",4,40.4411178,"No Record","No Record","FALSE","No Record","No Record","No Record","TRUE","1","No Record","No Record","No Record","No Record","Can parking","No Record"
"52744","nKfKuPMl6jj1meN3QnmMFg","4800 Kennywood Blvd
West Mifflin, PA 15122",TRUE,"West Mifflin",17,"The Potato Patch",-79.865458,"PA",3.5,40.390315,"TRUE","average","FALSE","FALSE","TRUE","casual","TRUE","1","No Record","no","lunch","divey","No parking","No Record"
"52773","m0FLMyymdBRHin2xaTqkLw","1027 Fifth Ave
The Hill District
Pittsburgh, PA 15219",TRUE,"Pittsburgh",23,"TGI Fridays",-79.990515,"PA",2.5,40.438782,"TRUE","average","FALSE","TRUE","TRUE","casual","TRUE","2","No Record","free","dinner","casual","Can parking","No Record"
"52777","QHPGokxQPrJhAg0H3wtQVg","2108 Murray Ave
Squirrel Hill
Pittsburgh, PA 15217",FALSE,"Pittsburgh",5,"Bisou",-79.9230685,"PA",3,40.4333693,"TRUE","quiet","No Record","TRUE","FALSE","formal","TRUE","1","No Record","No Record","Not Mentioned","Not Mentioned","No parking","No Record"
"52810","DHdCPauf_hs5yITz7sJVZQ","242 S Highland Ave
Shadyside
Pittsburgh, PA 15206",FALSE,"Pittsburgh",18,"Kanok",-79.9252872,"PA",3.5,40.457711,"TRUE","quiet","FALSE","FALSE","FALSE","casual","TRUE","2","No Record","no","lunch, dinner","trendy, upscale","Can parking","No Record"
"52814","Mfm2tNreFppzEFY-f69nDg","1103 S Braddock Ave
Pittsburgh, PA 15218",TRUE,"Pittsburgh",36,"Cibo",-79.8937728,"PA",3.5,40.432812,"TRUE","average","FALSE","FALSE","TRUE","casual","TRUE","2","No Record","no","dinner","intimate","Can parking","No Record"
"52815","HjrK4QKp9MZbeopSbc6Evw","5147 Butler St
Lawrenceville
Pittsburgh, PA 15201",FALSE,"Pittsburgh",46,"Alchemy N' Ale",-79.9552129,"PA",3,40.4796743,"TRUE","average","FALSE","TRUE","TRUE","casual","TRUE","2","No Record","free","dinner","hipster, trendy","Can parking","No Record"
"52825","KJyIMrkHzafvz515f0W8Iw","733 Copeland St
Shadyside
Pittsburgh, PA 15232",FALSE,"Pittsburgh",19,"Chica Loca Taco",-79.9346006,"PA",3.5,40.4512206,"TRUE","average","FALSE","FALSE","TRUE","casual","TRUE","1","No Record","No Record","lunch","casual","Can parking","No Record"
"52838","51QMwutUI352Gmb3t1aryw","1833 McKees Rocks Rd
McKees Rocks, PA 15136",TRUE,"McKees Rocks",20,"Rockefeller's Grille",-80.094956,"PA",4,40.468213,"TRUE","loud","FALSE","TRUE","TRUE","casual","TRUE","2","No Record","free","lunch","casual","No parking","No Record"
"52922","VZUbvO-m-ceuoMPRM3-NrQ","1711 Murray Ave
Squirrel Hill
Pittsburgh, PA 15217",TRUE,"Pittsburgh",108,"Pamela's Upstreet Diner",-79.9227079,"PA",4,40.4376131,"TRUE","average","FALSE","FALSE","TRUE","casual","FALSE","1","No Record","no","brunch","casual","Can parking","No Record"
"52931","HgV78XGyHNmKXigWXzy2Pg","Manor Oak Village
1910 Cochran Rd
Pittsburgh, PA 15220",TRUE,"Pittsburgh",38,"Arpino Trattoria",-80.062986,"PA",4,40.394199,"TRUE","average","FALSE","FALSE","TRUE","casual","TRUE","2","No Record","no","lunch, dinner","casual","Can parking","No Record"
"52935","Q7_NVo2y9GAyfBQ0LVNHbA","1778 N Highland Rd
Mount Lebanon, PA 15241",FALSE,"Mount Lebanon",22,"Saigon 88",-80.051873,"PA",3,40.3527436,"FALSE","average","FALSE","TRUE","FALSE","casual","FALSE","2","No Record","no","lunch, dinner","casual","Can parking","No Record"
"52977","neSMyt7x4x_ffrunGyidmg","5857 Ellsworth Ave
Shadyside
Pittsburgh, PA 15232",TRUE,"Pittsburgh",19,"Pitt's Dogg'n It",-79.9289548,"PA",3,40.4573811,"TRUE","No Record","No Record","No Record","No Record","No Record","TRUE","2","No Record","No Record","No Record","No Record","Can parking","No Record"
"53034","HI9CqiL7CeoiWz8hjvhgxg","1208 Fifth Ave
The Hill District
Pittsburgh, PA 15219",TRUE,"Pittsburgh",10,"Shale's Cafe",-79.988549,"PA",4.5,40.4385194,"No Record","loud","No Record","TRUE","TRUE","No Record","TRUE","1","No Record","No Record","No Record","divey","No Record","No Record"
"53039","o732pR1XgXcCL4hnnippvw","3285 W Liberty Ave
Dormont
Pittsburgh, PA 15216",TRUE,"Pittsburgh",9,"Uncle Tony's Pizza",-80.0424939,"PA",4,40.3885213,"TRUE","No Record","TRUE","TRUE","FALSE","casual","TRUE","1","No Record","no","Not Mentioned","Not Mentioned","No Record","No Record"
"53063","KBRCL5zv2c-FtY011Tmhdg","1509 E Carson St
South Side
Pittsburgh, PA 15203",FALSE,"Pittsburgh",4,"Boardwalk on Carson",-79.9830046,"PA",5,40.4289338,"TRUE","average","FALSE","FALSE","TRUE","casual","No Record","1","No Record","no","Not Mentioned","Not Mentioned","No parking","No Record"
"53087","HmU6GZ32TaGmJFpPC-Mp1g","225 5th Ave
Downtown
Pittsburgh, PA 15222",TRUE,"Pittsburgh",39,"21st Street Coffee And Tea",-80.0011872,"PA",4.5,40.4412308,"FALSE","No Record","No Record","No Record","TRUE","No Record","TRUE","2","No Record","free","No Record","No Record","Can parking","No Record"
"53095","8lARaDQMye3WCVcyZ9XcMQ","600 Grant St
Downtown
Pittsburgh, PA 15219",FALSE,"Pittsburgh",5,"Damon's Grill & Sports Bar",-79.9951949,"PA",3,40.441505,"No Record","No Record","No Record","No Record","No Record","No Record","No Record","No Record","No Record","No Record","No Record","No Record","No Record","No Record"
"53100","Tj7wKXHZK_QGIaeerJgUHQ","1700 Penn Ave
Strip District
Pittsburgh, PA 15222",TRUE,"Pittsburgh",9,"Market Outlet",-79.9858359,"PA",5,40.4497857,"FALSE","No Record","No Record","No Record","No Record","No Record","TRUE","1","No Record","No Record","No Record","No Record","Can parking","No Record"
"53106","7lFWEsNkTR0RwI4Dvhueww","7606 Forbes Ave
Regent Square
Pittsburgh, PA 15221",FALSE,"Pittsburgh",58,"Alma Pan-Latin Kitchen",-79.8975160458725,"PA",4,40.4395862365659,"TRUE","average","FALSE","TRUE","TRUE","casual","TRUE","2","No Record","no","dinner","casual","Can parking","No Record"
"53113","2jSTkJa3wLO0aE0uI3lpzw","1600 Smallman St
Strip District
Pittsburgh, PA 15222",TRUE,"Pittsburgh",27,"Cruze Bar",-79.9875075,"PA",3,40.4495181,"No Record","very_loud","No Record","TRUE","TRUE","No Record","TRUE","2","outdoor","No Record","No Record","trendy","Can parking","dj"
"53155","p317g5ZNIO4MBjaOrY0kiA","2957 Banksville Rd
Banksville
Pittsburgh, PA 15216",FALSE,"Pittsburgh",6,"Sonny & Jo's",-80.041467,"PA",4.5,40.402098,"TRUE","quiet","TRUE","TRUE","TRUE","casual","TRUE","2","No Record","no","dinner","Not Mentioned","Can parking","No Record"
"53187","S88vSgrJukNYqFrdhUz7Ig","2350 Railroad St
Strip District
Pittsburgh, PA 15222",TRUE,"Pittsburgh",42,"Osteria 2350",-79.9822156,"PA",3.5,40.4541546,"TRUE","average","FALSE","FALSE","FALSE","casual","TRUE","2","No Record","no","lunch","casual","Can parking","No Record"
"53220","Iwi3g8umXSw8LGb3xVrHdw","4614 Liberty Ave
Bloomfield
Pittsburgh, PA 15224",FALSE,"Pittsburgh",5,"Palanzos Beer Distributor",-79.9504294,"PA",4.5,40.4621046,"No Record","No Record","No Record","No Record","No Record","No Record","TRUE","2","No Record","No Record","No Record","No Record","Can parking","No Record"
"53229","jwfn_BBOLOw044pBAnCM0g","1715 E Carson St
South Side
Pittsburgh, PA 15203",FALSE,"Pittsburgh",4,"Penny's Diner",-79.981298,"PA",4,40.42909,"TRUE","average","FALSE","TRUE","FALSE","casual","TRUE","2","No Record","no","Not Mentioned","Not Mentioned","No parking","No Record"
"53230","OzvqQ7b9MKUmAFznAE0V8g","2506 W Liberty Ave
Beechview
Pittsburgh, PA 15216",TRUE,"Pittsburgh",9,"Señor Frogs",-80.025575,"PA",3,40.399096,"TRUE","No Record","FALSE","TRUE","FALSE","casual","TRUE","2","No Record","No Record","Not Mentioned","No Record","No Record","No Record"
"53277","TJo0LRUmc9Y1J05dM6fqiw","1113 S Braddock Ave
Pittsburgh, PA 15218",FALSE,"Pittsburgh",135,"Root 174",-79.8936524,"PA",4,40.4325712,"TRUE","average","FALSE","FALSE","TRUE","casual","TRUE","3","No Record","no","dinner","intimate","Can parking","No Record"
"53341","vsZPOpeQaMt8bamrdkW8jA","1810 Dormont Ave
Dormont
Pittsburgh, PA 15216",FALSE,"Pittsburgh",7,"Carini's Homemade Ice Cream & Gelato",-80.044254,"PA",2.5,40.398694,"No Record","No Record","No Record","No Record","No Record","No Record","TRUE","2","No Record","No Record","No Record","No Record","Can parking","No Record"
"53346","n6o-3xMrtAaMF86xPVUB8g","2016 Smallman St
Strip District
Pittsburgh, PA 15222",FALSE,"Pittsburgh",3,"Headquarters Night Club",-79.9841919,"PA",2.5,40.4520909,"No Record","loud","No Record","TRUE","TRUE","No Record","TRUE","1","No Record","No Record","No Record","Not Mentioned","No parking","dj"
"53365","V_ms8P5oXMWaPO43fHuRMg","3089 Sussex Ave
Pittsburgh, PA 15226",TRUE,"Pittsburgh",6,"ALDI",-80.0141727,"PA",3.5,40.383772,"No Record","No Record","No Record","No Record","No Record","No Record","FALSE","1","No Record","No Record","No Record","No Record","No parking","No Record"
"53397","vWnKq70W_WZ7FFLgmAfv9A","1711 Murray Ave
Squirrel Hill
Pittsburgh, PA 15217",FALSE,"Pittsburgh",40,"Aji Picante",-79.92282,"PA",4,40.4375577,"No Record","average","No Record","FALSE","TRUE","casual","TRUE","2","No Record","No Record","dinner","intimate, casual","Can parking","No Record"
"53425","-f7DAEshJrKyOkHJhNPQ3g","3533 Forbes Ave
Oakland
Pittsburgh, PA 15213",TRUE,"Pittsburgh",26,"Razzy Fresh",-79.9586239,"PA",4.5,40.4406105,"No Record","No Record","No Record","No Record","No Record","No Record","TRUE","1","No Record","no","No Record","No Record","Can parking","No Record"
"53437","OM_tt_pJco4sa-QHAx7UMQ","115 Federal St
North Side
Pittsburgh, PA 15212",TRUE,"Pittsburgh",14,"Dominic's",-80.0042488,"PA",3,40.4480946,"TRUE","very_loud","TRUE","TRUE","TRUE","casual","TRUE","2","No Record","free","Not Mentioned","casual","Can parking","No Record"
"53441","wnb0VquMa65hYUUPISGD1Q","6015 Penn Ave
East Liberty
Pittsburgh, PA 15206",TRUE,"Pittsburgh",57,"Zeke's Coffee",-79.923991,"PA",4.5,40.461506,"TRUE","quiet","FALSE","FALSE","TRUE","casual","TRUE","1","No Record","free","breakfast","hipster","Can parking","No Record"
"53469","3Myg9RPgzDaDOT4L0zbYfw","1213 Spring Garden Ave
North Side
Pittsburgh, PA 15212",TRUE,"Pittsburgh",19,"Riviera Pizza & Pasta",-79.991094,"PA",3.5,40.46007,"No Record","quiet","TRUE","No Record","FALSE","casual","TRUE","1","No Record","No Record","Not Mentioned","No Record","No parking","No Record"
"53502","diVJtnXItoMymDfJkSAV1w","917 Western Ave
North Side
Pittsburgh, PA 15233",TRUE,"Pittsburgh",107,"Carmi Family Restaurant",-80.017124,"PA",4,40.4515843,"TRUE","average","FALSE","FALSE","FALSE","casual","TRUE","2","No Record","no","brunch","casual","Can parking","No Record"
"53545","qQkEmvb5uKcPFPGxx5WQqQ","223 Atwood St
Oakland
Pittsburgh, PA 15213",TRUE,"Pittsburgh",30,"Garage Door Saloon",-79.9573005,"PA",3,40.4408472,"No Record","loud","No Record","TRUE","FALSE","No Record","TRUE","1","yes","No Record","No Record","divey","Can parking","jukebox"
"53574","l2lC88_m5WMOLSChY4_XWQ","5719 Bryant St
Highland Park
Pittsburgh, PA 15206",TRUE,"Pittsburgh",29,"Park Place Pub",-79.9209038,"PA",3,40.4762432,"TRUE","average","FALSE","TRUE","TRUE","casual","TRUE","2","no","free","dinner","casual","Can parking","No Music"
"53647","IF5n-Y1n4XKGM7Zugkoy5A","226 Commercial Ave
Aspinwall
Aspinwall, PA 15215",FALSE,"Aspinwall",47,"Marisqueira Mediterranean Bistro",-79.9044419,"PA",3.5,40.4901919,"FALSE","quiet","FALSE","FALSE","FALSE","dressy","TRUE","2","No Record","No Record","dinner","romantic, intimate","Can parking","No Record"
"53649","N9ti9E8UnvnEde9QWVXoig","2381 Noblestown Rd
Greentree
Pittsburgh, PA 15205",TRUE,"Pittsburgh",14,"The Italian Bread Place & Deli",-80.0566652735907,"PA",4.5,40.4262926363217,"TRUE","average","FALSE","TRUE","FALSE","casual","TRUE","1","No Record","no","Not Mentioned","divey","Can parking","No Record"
"53676","oYDhgm38aak5tEo6GPUykg","4136 Library Rd
Pittsburgh, PA 15234",FALSE,"Pittsburgh",5,"Coco Cafe",-80.029173,"PA",4,40.359115,"No Record","No Record","No Record","No Record","No Record","No Record","FALSE","2","No Record","No Record","No Record","No Record","Can parking","No Record"
"53695","6jBxUWn4HYN6w5-ZTadmFA","5442 Walnut St
Shadyside
Pittsburgh, PA 15232",TRUE,"Pittsburgh",66,"Mario's East Side Saloon",-79.9338609,"PA",3.5,40.4509479,"No Record","very_loud","No Record","TRUE","TRUE","No Record","TRUE","2","outdoor","No Record","No Record","casual","Can parking","background_music"
"53748","T_nUr6KgnzrRwCssIGEd8g","235 Commercial Ave
Aspinwall
Pittsburgh, PA 15215",TRUE,"Pittsburgh",28,"Luke and Mike's Frontporch",-79.9035091,"PA",3.5,40.4902106,"TRUE","very_loud","TRUE","TRUE","TRUE","casual","TRUE","2","No Record","free","Not Mentioned","Not Mentioned","Can parking","No Record"
